Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Department,Parental_Education,Dropout
25.5,Female,31041.0,Yes,4.305199594581133,87.8,1,32.7,Yes,No,2.9267986273641586,2.93,2.96,2.94,Year 4,Engineering,Bachelor,0
22.4,Male,88470.0,Yes,3.845992113252636,81.8,2,20.4,No,Yes,6.794354564475393,2.75,2.58,2.58,Year 1,Science,High School,0
22.3,Male,48465.0,Yes,2.2727104192891696,85.9,1,25.0,Yes,Yes,6.892087964688633,1.61,1.36,1.38,Year 3,Business,High School,0
21.0,Male,60525.0,Yes,4.866553096357429,82.1,0,28.1,No,No,2.9982106277482607,4.0,3.92,3.92,Year 1,Business,Bachelor,0
22.2,Female,25000.0,No,5.610972551867612,84.4,1,27.6,No,No,4.562711347060643,1.73,1.49,1.46,Year 4,Science,High School,0
23.1,Male,25000.0,Yes,3.9965187603230934,73.3,3,31.2,No,No,3.7991398386764397,3.37,3.93,3.9,Year 4,CS,Master,0
22.4,Male,49065.0,Yes,4.247189156123222,74.5,1,11.3,Yes,No,7.124161207665258,1.35,1.77,1.82,Year 3,Business,Master,0
22.5,Female,25000.0,Yes,4.14601786629281,93.5,3,36.7,Yes,No,8.87106305297984,2.09,1.86,1.87,Year 2,Arts,Master,1
25.1,Male,89348.0,Yes,4.27447071991533,74.1,4,22.1,Yes,Yes,8.58643737981328,2.04,2.02,2.02,Year 1,Engineering,Bachelor,1
19.3,Female,29178.0,Yes,7.505727708612294,85.8,1,26.8,Yes,No,8.515728922120541,2.55,2.69,2.81,Year 4,CS,High School,0
24.4,Female,25000.0,Yes,4.386605337755052,78.7,3,17.7,No,Yes,5.117895789127356,0.84,0.69,0.68,Year 4,CS,Bachelor,0
18.2,Male,25000.0,Yes,5.752001826246267,94.3,2,24.7,No,No,9.211699878091753,1.39,1.45,1.36,Year 4,Engineering,Bachelor,1
21.6,Female,51525.0,Yes,5.526148962281807,83.2,4,15.4,No,Yes,5.636788016464166,1.76,1.69,1.75,Year 2,CS,Bachelor,0
20.0,Male,44556.0,Yes,4.521859513014643,80.9,0,26.0,No,No,7.26072941195928,1.61,1.71,1.71,Year 1,Business,Bachelor,0
19.6,Female,26078.0,Yes,4.342881652807556,75.7,2,5.0,No,No,6.857367392128174,1.24,1.25,1.31,Year 4,Science,Bachelor,0
19.5,Female,47075.0,Yes,2.20189190276254,91.4,4,41.6,No,No,4.671712981588904,3.32,2.83,2.83,Year 1,Arts,Bachelor,0
20.5,Female,25000.0,Yes,4.2676056024214875,88.4,2,17.7,No,No,7.900609016708224,1.91,1.87,1.82,Year 3,Business,Master,0
18.6,Male,25000.0,Yes,4.967493139637741,94.8,3,22.7,Yes,No,5.369973664044148,1.3,1.21,1.21,Year 1,Arts,Master,1
23.0,Female,25000.0,No,6.2564175053189395,87.6,2,28.6,Yes,Yes,1.6104815448090166,3.84,4.0,4.0,Year 4,Science,Bachelor,0
21.7,Male,25302.0,Yes,5.756312069550361,83.2,0,28.8,Yes,No,6.974510442440135,3.25,2.74,2.77,Year 4,Business,Bachelor,0
18.0,Male,25000.0,Yes,3.6797464382064433,76.6,2,36.7,No,No,6.028848193595101,2.95,2.43,2.45,Year 4,CS,Master,0
24.8,Male,58850.0,Yes,6.399828861216708,84.6,3,36.3,Yes,No,6.050091580451808,3.24,3.26,3.31,Year 3,CS,High School,0
24.4,Male,25000.0,Yes,4.838041365808185,90.6,1,36.3,No,No,5.780593066827512,1.52,1.25,1.28,Year 3,Business,Master,0
20.8,Male,25385.0,Yes,2.7806340943790784,81.6,1,34.9,No,No,4.112240109948366,2.46,2.93,2.91,Year 2,Arts,High School,0
23.8,Female,31356.0,Yes,4.15732859954623,89.7,1,14.2,Yes,Yes,3.793693450935458,0.0,0.02,0.07,Year 2,Business,Master,1
21.2,Female,37910.0,Yes,5.008399550899604,90.5,1,30.6,No,No,6.444597266597953,2.0,1.96,1.94,Year 3,CS,Master,0
20.1,Male,47770.0,Yes,4.327579285293061,80.8,4,44.6,No,No,5.347800184656399,3.85,3.87,3.87,Year 1,Engineering,Master,0
20.8,Male,25000.0,Yes,6.269955705110266,89.1,2,37.2,No,No,5.25541633350291,3.42,3.57,3.58,Year 4,Arts,PhD,0
22.4,Male,35553.0,Yes,5.250062958340133,86.6,0,23.8,Yes,No,3.261167319141042,2.06,2.21,2.23,Year 4,Business,PhD,0
21.8,Female,59507.0,Yes,4.523880185296061,78.9,1,17.4,Yes,No,6.770022831728201,3.82,3.67,3.67,Year 1,Engineering,Master,0
20.6,Female,25000.0,Yes,6.300820049671869,79.7,1,25.3,Yes,Yes,6.323578530278048,1.61,1.94,1.94,Year 1,Arts,High School,0
20.7,Female,25000.0,Yes,4.974535540553328,92.9,2,12.4,No,No,8.14280222991375,2.35,2.41,2.38,Year 2,Engineering,Bachelor,0
17.5,Male,25000.0,Yes,4.2774901417239635,93.4,1,25.3,No,Yes,6.262565400843375,0.66,0.72,0.72,Year 2,CS,High School,0
19.9,Male,25000.0,Yes,2.6846761960149768,74.7,4,13.7,Yes,Yes,7.657754992068592,0.42,0.59,0.55,Year 2,Engineering,Bachelor,0
21.5,Female,46100.0,Yes,4.9193088088670205,80.8,0,32.0,Yes,Yes,7.340429856447449,4.0,3.82,3.79,Year 3,Science,PhD,0
21.4,Female,38063.0,Yes,2.7191683255805135,88.8,1,39.9,No,Yes,8.381482831015937,3.13,3.23,3.17,Year 3,Engineering,Master,0
23.1,Female,31292.0,Yes,4.11521586039327,89.2,0,59.8,Yes,No,5.6355720543774135,2.45,2.56,2.55,Year 3,Business,Bachelor,0
21.9,Female,25000.0,Yes,5.881515546762954,91.1,0,17.2,No,No,7.071939240652234,2.4,2.63,2.68,Year 3,Arts,High School,0
19.3,Female,25000.0,Yes,3.1469429686952592,81.2,2,28.1,No,Yes,8.822723145716441,0.09,0.0,0.0,Year 1,Arts,High School,1
19.2,Male,70309.0,Yes,5.339706082576583,82.1,1,23.3,No,Yes,8.17269179091019,2.85,3.35,3.29,Year 4,CS,Bachelor,0
18.5,Male,39616.0,Yes,4.379972264290408,95.9,1,18.3,Yes,Yes,3.514237498959099,3.17,3.36,3.28,Year 2,Arts,High School,0
18.9,Female,35999.0,Yes,5.8492682605989295,71.4,1,40.7,No,No,5.196321572341732,0.92,1.44,1.41,Year 4,CS,Bachelor,0
21.9,Female,28300.0,Yes,4.176234141461244,75.0,2,26.5,Yes,Yes,4.687886561601236,2.46,2.79,2.73,Year 4,CS,High School,0
21.1,Female,106496.0,Yes,5.058629995327913,66.9,1,28.9,Yes,No,6.65254214621435,2.2,2.31,2.32,Year 3,CS,High School,0
18.9,Female,25000.0,Yes,5.08037992786883,62.7,4,10.3,Yes,No,3.9863299056975534,2.57,3.0,3.0,Year 4,Science,High School,0
22.4,Female,42785.0,Yes,4.591590619168435,73.6,0,15.1,No,No,7.333416527788976,1.51,1.77,1.76,Year 2,Engineering,Bachelor,1
20.5,Male,29812.0,Yes,6.140115539409152,58.3,4,26.8,No,No,7.169868252355502,0.0,0.0,0.01,Year 4,CS,Master,1
20.7,Female,25000.0,Yes,6.74672701366839,74.1,2,27.4,Yes,Yes,2.308157506709288,1.46,1.51,1.51,Year 1,Arts,PhD,1
24.3,Male,29239.0,No,4.497954511169338,100.0,2,35.7,No,No,4.127988768399427,3.78,4.0,3.99,Year 3,Science,Bachelor,0
21.7,Male,52659.0,Yes,4.361563584119446,83.0,1,5.0,Yes,No,6.230644135929036,2.29,2.4,2.4,Year 1,Business,High School,0
22.4,Male,25000.0,Yes,3.3661385971780864,83.8,2,42.8,No,No,8.14596242457323,1.68,1.6,1.59,Year 2,Science,Master,0
22.9,Female,25000.0,Yes,6.559108147593323,79.8,0,32.4,No,Yes,7.962895347049693,3.86,3.94,3.91,Year 3,Engineering,High School,0
25.5,Female,45978.0,Yes,6.833157829067636,97.3,2,43.2,Yes,No,6.55582159187541,1.99,2.31,2.3,Year 2,Engineering,Bachelor,0
19.5,Male,26533.0,No,6.895740892907737,80.1,1,24.6,No,No,4.619870780679833,3.07,3.66,3.77,Year 2,Business,High School,1
24.1,Male,25000.0,Yes,5.540939835725968,76.4,3,29.9,No,No,5.852613905686714,2.22,2.73,2.73,Year 3,CS,Master,0
19.0,Male,40669.0,Yes,5.928235641696162,81.7,3,32.4,Yes,Yes,7.178071310472106,2.29,2.13,2.16,Year 2,Science,High School,0
21.3,Female,39017.0,Yes,4.63923006385529,76.5,3,40.2,Yes,Yes,8.581230449078802,1.65,2.28,2.24,Year 3,Business,High School,1
18.8,Male,25566.0,Yes,5.950716196475739,98.7,1,55.6,Yes,Yes,10.0,1.47,1.11,1.11,Year 1,Arts,Bachelor,0
17.0,Male,25000.0,Yes,6.417337494336479,77.6,2,18.2,No,Yes,7.191395402765659,3.46,3.5,3.53,Year 2,Business,High School,0
23.0,Male,53170.0,Yes,4.509474820868849,58.0,2,34.6,No,No,5.628998286204095,1.9,2.0,1.96,Year 3,CS,Bachelor,0
21.7,Male,37700.0,Yes,3.1048346584778943,87.7,1,27.6,Yes,Yes,5.033279034972444,1.7,1.62,1.67,Year 4,CS,High School,1
23.0,Female,25000.0,No,4.822125156963745,84.0,3,18.5,No,Yes,9.58532515939248,3.09,3.48,3.5,Year 2,CS,Bachelor,0
17.9,Male,41300.0,Yes,6.165897716764465,74.9,2,20.2,No,No,1.6797864932549316,1.9,2.18,2.15,Year 4,Science,Bachelor,0
24.7,Female,48918.0,Yes,6.186087227919641,74.7,2,38.4,No,No,7.588261193459765,2.24,2.2,2.2,Year 1,Engineering,High School,1
20.2,Female,25000.0,Yes,5.3832088243908425,100.0,2,36.5,No,Yes,4.39991269405304,3.92,4.0,4.0,Year 2,Engineering,Master,0
18.5,Female,25000.0,Yes,5.279997029923916,94.2,1,21.4,No,No,8.982258208405316,2.27,1.71,1.73,Year 2,Arts,Bachelor,0
20.1,Male,25000.0,Yes,3.4461460454847823,95.8,0,31.6,No,No,5.711790598888147,2.4,2.51,2.54,Year 2,Arts,Bachelor,0
24.6,Female,25000.0,Yes,3.0641948313414558,83.8,2,5.3,Yes,No,4.880064370038901,2.84,2.47,2.42,Year 4,CS,Bachelor,0
23.6,Female,25000.0,Yes,6.5385656947844915,75.1,2,14.8,No,No,7.796215372882312,1.5,1.71,1.72,Year 4,CS,Bachelor,0
18.0,Male,45002.0,Yes,7.489502873001342,85.3,0,14.7,Yes,No,6.347383769312683,3.58,3.54,3.53,Year 4,Business,Bachelor,0
17.0,Female,25000.0,Yes,5.837472307753444,85.9,1,28.5,Yes,No,7.314716738281524,0.8,1.7,1.64,Year 3,Engineering,Master,1
22.9,Male,25000.0,Yes,6.309354360903287,73.9,0,22.2,Yes,Yes,5.416720555019351,2.64,2.63,2.68,Year 2,Arts,Bachelor,0
17.5,Male,25000.0,Yes,3.4919012201388084,73.1,4,19.9,Yes,No,7.758451900178564,2.67,2.71,2.71,Year 2,Engineering,Bachelor,1
21.3,Female,88341.0,Yes,2.3657363120373684,84.8,3,32.1,Yes,No,5.461859569389626,0.0,0.0,0.03,Year 3,Arts,High School,1
19.8,Male,25000.0,Yes,3.252781193008229,74.2,1,8.0,Yes,Yes,6.553366663256636,0.9,0.92,0.89,Year 4,Arts,Bachelor,1
20.5,Male,25000.0,Yes,5.380378873830328,77.5,1,27.0,Yes,No,4.568013087549307,3.76,3.46,3.43,Year 2,Business,Bachelor,0
24.2,Female,61529.0,No,7.169233101433657,82.1,0,30.7,No,Yes,4.809712575541567,3.34,3.06,3.02,Year 2,Business,Bachelor,0
23.1,Male,49311.0,Yes,4.019312755910774,91.3,1,46.7,Yes,No,6.215046985106723,2.31,2.45,2.45,Year 1,Science,Bachelor,0
17.9,Male,25000.0,Yes,3.8709748493071476,92.8,2,46.7,Yes,Yes,7.532175781393668,1.21,1.01,0.98,Year 3,Engineering,Bachelor,0
19.5,Male,31251.0,Yes,3.3120454675204813,79.2,3,46.8,No,Yes,5.8399440986291316,1.11,0.76,0.95,Year 3,Science,High School,0
21.7,Female,27522.0,Yes,4.432945330958989,82.7,0,29.2,Yes,No,2.4959252101504728,4.0,3.65,3.64,Year 3,Arts,High School,0
23.7,Female,45818.0,Yes,4.583679250308879,67.1,2,20.2,No,No,5.2838817314776145,2.9,3.19,3.15,Year 2,Arts,Bachelor,0
20.3,Male,25000.0,Yes,5.271795852023875,82.0,0,26.6,Yes,No,8.072772752775379,1.83,1.68,1.68,Year 2,Science,Master,0
21.4,Female,25000.0,No,5.4323784598572455,87.5,0,54.0,No,No,5.064781397753691,3.67,3.72,3.72,Year 1,Business,Bachelor,0
17.0,Male,35521.0,Yes,4.490508415759905,81.9,3,56.8,Yes,No,10.0,0.92,1.2,1.2,Year 1,Science,Bachelor,0
19.5,Female,25000.0,Yes,4.8107798827250505,60.4,0,35.3,No,No,4.441340694931202,2.35,2.17,2.17,Year 1,Arts,High School,0
22.2,Female,38624.0,Yes,5.606952141929627,76.6,5,23.8,No,No,1.3297267857073916,3.94,4.0,3.91,Year 3,Science,High School,0
19.8,Female,44901.0,Yes,4.5000987426229475,84.7,1,17.0,No,Yes,4.527685047300776,2.77,3.26,3.17,Year 4,Science,Master,0
20.6,Female,25000.0,Yes,1.504723784451185,65.8,1,39.8,Yes,No,10.0,0.0,0.35,0.35,Year 3,CS,Master,1
19.5,Male,32461.0,Yes,4.361097716294166,86.2,0,16.8,Yes,Yes,4.608212791463255,2.7,2.18,2.18,Year 1,Engineering,Bachelor,0
17.1,Male,26185.0,Yes,3.1038375161524208,92.8,3,22.9,Yes,No,7.624504653234598,1.01,0.98,1.01,Year 4,CS,Bachelor,1
21.7,Male,25000.0,No,5.477202265479963,78.1,0,53.2,No,No,6.901329605626039,1.67,1.47,1.39,Year 4,CS,Bachelor,1
21.6,Female,34457.0,Yes,4.080458785005254,84.2,0,24.1,No,No,5.665009599736006,3.67,3.37,3.42,Year 3,Business,High School,0
21.7,Female,25000.0,Yes,2.1907269441825923,100.0,3,39.9,Yes,No,4.227510353583398,1.66,1.79,1.79,Year 1,Arts,Master,0
20.1,Male,52595.0,Yes,4.809437627057285,67.1,4,11.4,Yes,No,5.729994857079861,1.59,1.52,1.44,Year 4,Engineering,High School,1
20.5,Male,67589.0,Yes,6.109962568170165,82.6,1,20.2,Yes,No,6.86924134758045,1.89,1.9,1.89,Year 4,Engineering,High School,0
19.8,Female,44871.0,Yes,6.194504921501826,82.7,1,32.0,No,No,4.964833691097073,3.39,3.61,3.63,Year 2,Arts,High School,0
25.8,Male,40391.0,Yes,4.176998130768745,85.1,2,41.0,No,Yes,6.231123721912747,2.67,3.13,3.13,Year 3,Arts,Bachelor,0
20.2,Female,65528.0,Yes,5.017847160029543,82.6,2,38.9,No,No,5.779816392671402,1.15,0.92,0.92,Year 2,CS,Bachelor,0
23.1,Male,25000.0,Yes,4.462095097232748,86.3,2,22.0,Yes,No,5.592414963184104,0.87,0.74,0.74,Year 3,Arts,PhD,1
22.5,Female,25000.0,No,4.696961929130764,91.9,1,28.2,Yes,No,4.977124924185545,3.5,3.76,3.72,Year 3,Science,Bachelor,0
17.0,Female,25000.0,Yes,4.482802029009021,82.7,1,36.7,Yes,Yes,6.241554189516349,2.03,1.93,1.91,Year 4,CS,Bachelor,1
18.3,Female,25000.0,Yes,6.48939226441974,78.2,3,7.8,No,Yes,6.697677271439498,3.54,3.73,3.75,Year 2,Engineering,High School,0
21.2,Male,25000.0,Yes,5.747006191289345,92.5,2,21.1,No,No,8.281566763248831,2.27,2.52,2.51,Year 4,CS,Bachelor,0
20.9,Female,25000.0,Yes,5.70378349814702,87.5,1,21.2,No,No,5.346107118147826,0.53,0.54,0.54,Year 1,CS,High School,1
18.9,Male,58876.0,Yes,7.300387642293164,73.9,3,33.9,No,No,5.88802585159909,3.36,3.47,3.4,Year 3,Science,High School,0
18.1,Male,25000.0,Yes,4.326705784173376,80.7,1,16.4,No,No,6.889147253147739,0.29,0.39,0.37,Year 4,Arts,High School,1
22.5,Male,25000.0,Yes,5.372769064805125,78.8,1,19.8,Yes,Yes,7.197236711594379,2.96,2.1,2.09,Year 2,Science,PhD,0
19.6,Male,26384.0,Yes,3.098857971944406,91.8,2,32.4,Yes,No,3.6513278279892987,3.6,3.62,3.57,Year 3,Business,High School,0
22.2,Female,25000.0,Yes,4.4393480039675355,81.5,2,34.1,No,No,3.5238309890113984,2.62,2.4,2.33,Year 3,Arts,Master,0
20.7,Female,29153.0,Yes,3.0650603611004428,82.2,2,20.0,No,No,4.40013759959818,4.0,3.43,3.43,Year 1,Business,Bachelor,0
21.1,Male,25000.0,Yes,6.469724625424748,80.7,1,16.9,No,Yes,3.644028533936247,4.0,3.6,3.7,Year 4,Business,Bachelor,0
19.5,Female,35322.0,Yes,4.777981941315656,79.4,1,45.3,No,No,6.654078018539987,1.7,1.51,1.49,Year 4,Science,High School,1
19.8,Female,44529.0,Yes,6.467024714126814,71.1,4,26.5,No,No,5.723812545351634,3.36,2.89,2.95,Year 3,Engineering,Master,0
25.3,Female,25000.0,Yes,2.9808143776064138,89.5,1,56.8,No,Yes,7.255673857139215,2.93,3.32,3.32,Year 1,Arts,Master,0
20.9,Male,25000.0,Yes,5.898890952970475,76.5,1,46.1,Yes,No,6.99824885933889,2.21,2.84,2.84,Year 4,Arts,High School,1
19.8,Female,25095.0,Yes,4.454424619836857,95.6,1,39.0,Yes,No,7.956170359018343,2.9,3.03,3.03,Year 4,Arts,Bachelor,0
23.2,Male,41149.0,Yes,6.667458090330266,83.7,1,37.0,No,Yes,3.43779223139541,1.75,1.87,1.84,Year 2,Science,Bachelor,0
21.0,Female,37523.0,Yes,4.789743600044333,91.1,1,48.8,Yes,No,5.056702206329168,3.62,3.6,3.58,Year 2,Business,Master,0
18.2,Female,27659.0,Yes,5.8363874064246275,77.9,0,24.6,Yes,No,6.28925737861443,3.76,3.73,3.73,Year 2,Science,High School,0
24.6,Female,34308.0,Yes,4.47739465103788,93.1,1,20.7,No,No,3.866780080288245,3.32,3.63,3.63,Year 1,Arts,Bachelor,0
22.3,Male,25000.0,Yes,3.92128592348143,73.2,2,8.0,Yes,No,4.734358580497129,1.32,1.1,1.15,Year 4,Engineering,High School,0
23.2,Male,36854.0,Yes,3.708411191453238,85.8,0,11.9,No,Yes,3.7714684568017924,2.05,2.04,2.08,Year 4,Business,Master,0
17.0,Male,32069.0,Yes,4.337274722701699,95.7,1,23.6,No,No,6.910176633935871,3.5,4.0,3.99,Year 3,Science,Bachelor,1
19.9,Male,46904.0,Yes,3.9733820691431188,82.2,3,38.9,No,No,7.03745348064816,1.91,1.74,1.65,Year 3,CS,High School,0
20.1,Female,25000.0,Yes,4.611263016960896,79.3,1,30.9,No,No,8.301286059121221,0.0,0.2,0.2,Year 1,Business,Bachelor,0
21.2,Female,41201.0,Yes,5.995477504659259,80.5,2,38.4,No,Yes,6.620781904772488,3.32,3.88,3.84,Year 4,CS,High School,0
24.7,Male,38963.0,Yes,5.984447853878075,78.4,1,31.2,No,Yes,5.328186359297735,0.87,0.74,0.81,Year 2,Engineering,Bachelor,1
25.7,Female,29688.0,Yes,4.528221881533458,72.6,1,29.4,No,No,6.263860159258273,3.9,4.0,3.98,Year 4,CS,High School,0
23.3,Male,58535.0,Yes,5.061390599042744,81.3,2,35.2,Yes,No,8.514494405655604,1.78,1.67,1.71,Year 3,Arts,Bachelor,0
21.7,Female,25000.0,Yes,5.441596490187243,100.0,2,32.7,Yes,No,7.652738340616691,2.7,2.32,2.28,Year 3,CS,Master,0
17.5,Male,25000.0,Yes,4.434604769225353,77.0,1,36.8,Yes,No,5.184048968988254,1.06,1.06,1.11,Year 2,Business,High School,0
21.6,Male,25000.0,No,3.538248439192195,80.3,1,29.7,No,No,7.68622693282699,0.07,0.0,0.02,Year 3,Science,Bachelor,1
17.8,Male,38325.0,Yes,3.644065630532798,82.4,1,35.0,Yes,No,4.704561809588899,1.15,0.92,0.9,Year 2,Business,Bachelor,1
19.1,Male,25000.0,Yes,5.438663399970395,72.6,2,30.9,No,No,6.673687226198405,3.44,2.89,2.93,Year 3,Engineering,Bachelor,0
23.0,Female,31294.0,Yes,5.310858566722879,91.3,3,17.8,No,No,3.1150586772363953,4.0,4.0,4.0,Year 3,Engineering,Bachelor,0
22.5,Female,40591.0,Yes,7.291076928338413,80.3,1,26.7,Yes,Yes,7.302068078235294,0.13,0.0,0.0,Year 1,CS,High School,1
21.0,Female,26227.0,Yes,1.1752526660999787,72.4,4,30.1,Yes,No,5.278400489189574,0.0,0.59,0.58,Year 3,Business,Master,1
22.8,Female,50207.0,Yes,4.040964315513889,69.0,2,46.9,No,No,2.382349239533134,3.28,3.17,3.17,Year 1,CS,Bachelor,0
23.0,Male,25000.0,Yes,5.09093553351447,84.9,3,31.4,No,Yes,8.759842990264127,1.28,1.53,1.58,Year 4,CS,Master,0
19.5,Male,89596.0,Yes,7.231289920155405,81.6,1,43.6,No,No,6.817140446879816,2.47,2.2,2.2,Year 1,Business,Bachelor,0
20.1,Male,36675.0,Yes,6.068995077581317,90.2,1,28.8,No,No,6.243822672017382,2.52,2.25,2.39,Year 4,CS,Bachelor,0
21.4,Female,25000.0,Yes,5.482607304495533,77.2,5,36.1,No,Yes,3.8380715338702256,1.19,1.4,1.4,Year 3,Engineering,Master,1
19.8,Female,25000.0,Yes,4.482810818170149,71.5,2,27.4,Yes,Yes,5.544101795362716,1.52,1.22,1.16,Year 3,Business,Bachelor,1
22.4,Female,96606.0,Yes,6.408789955782015,71.9,1,20.1,Yes,No,3.6342073408233273,2.76,2.44,2.39,Year 2,Arts,Master,0
21.9,Female,25000.0,No,4.473857104367985,76.5,0,19.0,Yes,Yes,9.10097038939751,0.0,0.0,0.0,Year 3,Engineering,Bachelor,1
22.2,Female,44154.0,Yes,4.946809741930591,86.9,2,21.7,No,No,7.242607981467169,2.02,2.04,2.0,Year 2,Engineering,Bachelor,0
21.8,Female,33358.0,No,6.403514129079978,92.1,0,15.3,No,No,6.969614776035493,3.69,3.31,3.32,Year 2,Science,High School,0
18.8,Male,48355.0,Yes,1.834698147779961,90.6,2,23.8,Yes,No,5.966730311435725,2.08,2.08,2.08,Year 1,CS,High School,0
17.3,Male,31624.0,Yes,5.893395774427098,88.1,2,47.7,Yes,No,3.835891472883626,3.7,4.0,4.0,Year 1,Science,Bachelor,0
21.5,Male,36962.0,Yes,6.488122794460606,93.8,3,21.9,Yes,Yes,8.364004962319443,1.56,1.64,1.72,Year 2,Science,Master,0
20.9,Female,25000.0,Yes,4.233190209077904,85.8,0,37.5,No,No,6.9496132186053865,1.62,1.24,1.24,Year 1,Business,Master,0
19.0,Male,57386.0,Yes,2.9731418328496635,93.0,4,40.8,Yes,No,8.0264932828526,2.51,2.25,2.24,Year 3,Engineering,Bachelor,0
17.0,Female,25000.0,Yes,5.434034001320846,75.8,5,13.4,No,No,1.3754143706424824,2.77,3.05,3.17,Year 4,Arts,Bachelor,0
20.5,Female,35735.0,Yes,5.577941068663468,84.8,1,12.4,No,No,5.375812846019034,2.97,2.81,2.81,Year 3,Engineering,Bachelor,1
19.7,Female,86409.0,Yes,3.9224517358921878,83.4,7,40.8,Yes,No,4.574514636953589,2.9,3.26,3.28,Year 4,Business,High School,1
21.4,Male,29535.0,Yes,5.874746980324215,78.3,1,31.9,No,Yes,3.8102417059522855,2.91,2.82,2.82,Year 1,Engineering,Master,0
20.8,Female,25000.0,Yes,4.185043009564447,98.3,1,30.6,No,No,7.927700955003864,2.3,2.5,2.55,Year 4,Engineering,Master,1
24.2,Male,25000.0,Yes,5.245701167259405,85.1,2,17.6,Yes,No,6.916623486077138,2.85,2.71,2.71,Year 1,Arts,High School,0
19.5,Male,25000.0,No,5.685108311204012,70.4,1,48.8,No,No,5.462820467486923,3.18,3.58,3.55,Year 2,Engineering,PhD,0
24.8,Female,55675.0,Yes,4.39797813213813,96.4,1,31.9,No,No,3.289026023234381,3.29,3.01,3.08,Year 3,Arts,Bachelor,0
20.5,Male,25000.0,Yes,3.72642543909633,74.7,1,33.8,Yes,Yes,10.0,1.35,1.0,1.0,Year 1,CS,Master,0
21.1,Female,25000.0,Yes,4.671739968088531,82.3,0,19.2,Yes,No,7.646379538575767,1.07,1.11,1.11,Year 1,Science,High School,1
21.8,Male,28108.0,Yes,3.1887803432842174,77.5,0,23.5,No,Yes,7.7442941290569784,2.04,1.81,1.88,Year 2,Engineering,PhD,0
19.9,Male,25000.0,Yes,7.116138566997437,77.7,3,29.0,Yes,No,6.352840539894723,2.49,2.44,2.44,Year 4,Science,High School,1
23.2,Male,25000.0,Yes,3.2076102363257286,87.5,1,13.9,Yes,Yes,7.7427016002436195,2.51,2.88,2.97,Year 3,Engineering,Bachelor,0
19.3,Female,48563.0,Yes,2.193493278041376,100.0,2,45.9,No,Yes,8.098960888161924,1.79,1.54,1.51,Year 4,Science,PhD,0
21.4,Female,25000.0,Yes,5.866387503002949,69.8,3,41.4,No,Yes,8.284242836883578,2.27,2.45,2.51,Year 2,Engineering,Bachelor,0
19.9,Male,25000.0,Yes,4.952758405941687,77.3,0,51.0,Yes,No,7.801508276377519,0.55,0.24,0.24,Year 1,Science,Bachelor,1
23.4,Male,25000.0,Yes,4.615539224076266,76.8,1,28.6,No,No,6.331823885020786,2.83,2.55,2.63,Year 4,Arts,Bachelor,0
23.6,Male,25000.0,Yes,4.268140731108223,77.2,2,25.3,No,No,6.08146570863052,1.72,1.53,1.53,Year 1,CS,Master,0
24.4,Male,40687.0,Yes,6.761842904776296,74.8,2,40.5,No,Yes,7.684329154498303,0.99,1.51,1.54,Year 2,Science,Bachelor,1
21.1,Female,37339.0,Yes,5.406190968215468,74.3,2,32.5,No,Yes,4.347317391617336,2.03,2.0,2.03,Year 4,CS,Bachelor,0
25.0,Female,25000.0,No,5.911087395961468,75.0,1,29.0,No,No,6.544959871266489,2.86,2.77,2.85,Year 2,Business,High School,0
20.7,Female,94318.0,Yes,5.610614348229077,98.0,2,25.2,Yes,Yes,7.356268581081024,0.4,0.44,0.34,Year 4,Arts,Master,1
20.1,Female,28330.0,Yes,3.992879501049753,69.4,3,28.2,Yes,No,7.236758966848194,3.36,3.34,3.34,Year 1,Business,Master,0
22.2,Male,25000.0,Yes,6.449336823285891,80.4,1,28.4,Yes,No,6.403062217171241,3.98,3.87,3.91,Year 2,Business,High School,0
19.8,Male,32522.0,Yes,4.145891816451581,73.9,1,34.8,No,Yes,7.906580567867531,1.92,1.9,1.92,Year 2,CS,Bachelor,1
20.2,Female,25000.0,Yes,5.968715809335944,91.1,1,28.7,Yes,No,4.186188156834947,2.98,2.77,2.76,Year 2,Science,High School,0
22.5,Female,25000.0,Yes,6.634352271091959,88.5,3,26.5,Yes,No,6.0681224444025235,2.45,2.53,2.56,Year 2,Science,Bachelor,0
21.7,Female,44005.0,Yes,2.7678127300836923,68.0,2,34.3,No,No,6.915322616211842,1.43,0.81,0.78,Year 4,Arts,Master,1
21.2,Female,54974.0,Yes,2.683625439525322,75.7,1,21.0,Yes,Yes,8.415555027467978,1.23,1.46,1.51,Year 4,Business,Bachelor,1
21.1,Female,46069.0,Yes,7.379415533031695,72.3,2,26.9,Yes,Yes,2.7312326376907716,4.0,4.0,3.92,Year 3,CS,Bachelor,0
17.0,Female,66985.0,Yes,6.005702752757891,85.7,3,15.6,Yes,No,7.460340394732741,1.7,1.52,1.52,Year 1,Science,Master,0
20.2,Male,40965.0,Yes,2.1768044956298604,74.8,2,19.7,No,No,7.828826758511228,0.29,0.4,0.34,Year 2,Business,High School,1
19.5,Female,29099.0,Yes,5.887002757016436,76.8,0,13.3,Yes,No,6.525516108714119,3.1,3.14,3.11,Year 3,Arts,High School,0
