Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Department,Parental_Education,Dropout
20.0,Male,94350.81711654106,Yes,6.78218969996367,62.31875475265598,3,28.2,No,No,3.8,2.45,2.39,2.39,Year 3,CS,Bachelor,0
21.3,Female,42661.47534742787,Yes,5.647908397623171,74.85194763409947,2,16.7,No,No,7.1,2.28,2.02,2.01,Year 4,Arts,Bachelor,0
24.4,Male,125895.97609870629,Yes,4.798558423713869,73.18083104403794,2,14.4,No,No,6.2,0.82,0.71,0.73,Year 2,Business,Bachelor,1
25.7,Male,156287.72132163728,Yes,9.5035294637694,59.495820529751505,2,28.8,No,No,7.0,2.6,3.12,3.12,Year 1,Science,Bachelor,0
38.07297671886979,Female,43565.42945106332,Yes,5.860030897310192,69.25157400913074,2,39.8,No,Yes,5.6,2.29,2.43,2.44,Year 3,Arts,Master,1
24.3,Male,46638.387063455106,Yes,5.980144686762483,89.24121232594744,3,46.6,Yes,No,5.7,2.43,2.83,2.78,Year 3,Business,High School,0
32.55586264523215,Male,65807.18790271567,Yes,8.849405382454982,53.888899555690486,2,38.9,Yes,No,4.6,1.73,1.84,1.77,Year 4,CS,Bachelor,0
22.8,Female,41143.95399553466,Yes,5.863141330686366,82.75392608383194,2,27.1,No,No,4.8,2.34,2.25,2.18,Year 2,Arts,PhD,0
43.84700280362746,Female,90375.1573674762,No,6.071443929751963,73.99115347021532,2,37.4,No,No,6.3,0.26,0.0,0.0,Year 1,Engineering,Bachelor,0
17.9,Male,59493.89296097679,Yes,7.078153560343461,84.8666948336079,2,32.6,Yes,Yes,6.7,1.8,1.62,1.62,Year 1,Arts,Bachelor,1
19.8,Female,65534.46945931292,Yes,5.604363087284907,63.05228441949971,6,17.5,Yes,No,5.8,0.6,0.57,0.57,Year 2,Engineering,Bachelor,0
21.2,Male,40409.585084774,Yes,8.489431858392244,84.72364177941338,0,53.7,No,No,6.3,2.48,2.71,2.65,Year 4,CS,Bachelor,0
21.7,Female,61276.610587257834,Yes,4.908489823290283,77.15655506392369,1,42.2,No,No,4.7,2.82,2.6,2.56,Year 3,CS,Bachelor,0
37.88996055655545,Female,35348.21428948431,Yes,6.165240106740489,73.85643804296402,2,31.4,No,Yes,6.1,2.15,2.45,2.49,Year 3,Arts,Bachelor,1
17.0,Female,61896.65758496933,Yes,6.522529324745804,58.48122795798364,0,68.8,Yes,Yes,4.0,4.0,3.33,3.34,Year 2,CS,Master,0
44.86925506260372,Male,48649.713183968764,Yes,6.779395725336341,76.10907417544631,3,26.4,Yes,No,2.2,2.57,2.76,2.75,Year 4,CS,Master,0
23.9,Male,32753.335403835117,Yes,6.2415277725848215,75.21567056325982,1,29.0,Yes,No,8.0,1.29,0.94,0.94,Year 1,CS,Master,0
22.7,Female,81520.83377512047,Yes,4.886725824229384,65.37471541013453,1,37.6,No,No,6.7,1.6,1.86,1.84,Year 4,CS,Master,0
21.0,Male,35975.28450625451,Yes,4.442828083176268,69.82906336739876,1,35.3,Yes,Yes,3.8,3.78,3.56,3.56,Year 1,Science,PhD,0
17.7,Female,34098.253144786155,No,6.504668431122325,73.1601539459565,0,33.6,No,No,4.2,3.01,3.01,3.12,Year 3,Arts,High School,0
19.6,Female,64872.73818889222,Yes,8.652697463449476,63.1603173126922,0,30.6,No,No,6.6,2.99,2.83,2.91,Year 2,Business,High School,0
28.164704856852843,Female,118495.5662253177,Yes,4.035986823707843,85.07481232625284,1,21.3,Yes,Yes,6.7,0.64,0.24,0.2,Year 4,CS,High School,0
22.2,Male,43840.396017206454,Yes,6.397755698848595,69.19044498499156,1,29.0,No,Yes,7.8,1.67,1.36,1.38,Year 4,Business,Bachelor,1
19.9,Female,127208.24174055929,Yes,9.838749123948261,66.75660995186202,0,49.8,No,No,5.2,2.8,2.52,2.45,Year 3,Arts,High School,0
21.6,Male,40525.04606179227,No,3.97092471186006,75.6596815766713,1,45.4,Yes,No,6.0,0.77,0.57,0.54,Year 4,Arts,Bachelor,1
17.0,Female,34539.036703941776,Yes,8.088881350619346,78.48566736622472,1,52.6,Yes,No,5.8,4.0,4.0,3.96,Year 3,CS,PhD,0
29.709982218521017,Male,52290.97743366405,No,4.984073823404736,81.76159154466563,2,43.9,No,Yes,5.7,1.11,0.88,0.88,Year 1,Arts,Master,1
39.715827563401874,Male,102527.02904231942,Yes,5.170775905227607,80.15307195433297,2,37.5,No,Yes,5.5,1.84,1.7,1.7,Year 1,Engineering,High School,0
20.4,Male,39904.737498481576,Yes,5.760553176063671,58.56401341665644,0,24.1,Yes,No,8.2,0.39,0.0,0.06,Year 3,Arts,High School,0
37.03061915100029,Female,34583.9634927681,Yes,6.501836148756874,74.68343846237218,0,38.4,Yes,No,4.7,2.52,2.8,2.81,Year 2,Arts,Bachelor,0
30.630621391578376,Female,35561.09027495287,Yes,4.590990166038203,85.81456139076529,3,20.5,No,No,7.9,3.18,2.85,2.8,Year 4,Business,Bachelor,0
44.22957725986318,Female,80700.81746547764,Yes,8.65650879412209,72.0654798281293,0,42.5,No,No,3.3,3.26,3.52,3.37,Year 3,Science,High School,0
21.5,Male,85255.72360539365,Yes,8.06334439043062,82.11682852115023,2,42.1,Yes,Yes,6.9,2.22,1.89,1.89,Year 3,CS,High School,1
41.545455824493594,Female,71308.72512669965,Yes,5.542742616501966,75.99613379621857,1,36.4,No,Yes,3.3,0.75,0.85,0.85,Year 4,Science,PhD,1
23.0,Female,42027.26715997852,Yes,6.156180523178163,65.61171267710631,0,36.2,No,No,1.4,4.0,3.93,3.87,Year 4,CS,PhD,0
43.77623205071582,Male,38520.04499649825,Yes,5.885016519169832,72.01348877020517,3,41.0,No,Yes,7.4,2.71,2.61,2.61,Year 2,CS,High School,0
27.8,Male,36814.610622661065,Yes,7.139960082667914,69.05586954535492,2,42.8,Yes,Yes,7.8,1.04,1.28,1.25,Year 4,Engineering,Bachelor,1
41.429284620755325,Male,47185.85510157427,Yes,6.758892584109844,61.29467122342791,3,30.9,No,Yes,6.7,2.97,2.96,2.96,Year 1,Science,Bachelor,0
17.0,Female,107551.51320240676,No,5.064268859092215,82.37165043867442,0,17.5,Yes,Yes,5.4,2.68,2.67,2.63,Year 2,Arts,Master,0
35.9984512894526,Male,88583.18865133432,Yes,9.990051475094162,65.48672512872736,0,39.0,Yes,No,5.7,3.58,3.66,3.65,Year 4,Business,Bachelor,0
20.0,Male,38047.77461325455,Yes,4.171379382480079,61.116854515353964,4,34.9,Yes,Yes,4.5,1.9,1.86,1.95,Year 4,CS,Bachelor,0
28.18273767434333,Male,40130.386736062224,No,6.970745841401677,65.67939768072073,1,18.0,No,No,5.2,4.0,4.0,3.97,Year 4,CS,Master,0
28.976333285293844,Female,38061.77490327386,Yes,7.041001848819362,63.30539189565174,0,34.7,No,No,5.9,2.41,2.22,2.22,Year 4,Business,Bachelor,0
21.0,Male,37686.414866130726,Yes,7.85942025498008,70.28643812816452,2,17.8,No,Yes,3.6,2.05,2.37,2.33,Year 2,CS,Bachelor,0
28.222639000899214,Male,34171.23931612917,Yes,5.5582422381106396,76.14384914865309,2,24.0,Yes,Yes,2.9,4.0,3.79,3.79,Year 1,Business,High School,0
36.83044008569442,Male,172757.1567441821,Yes,5.1011398776473476,71.28013897227866,4,22.5,No,Yes,3.4,2.47,2.07,2.07,Year 1,Business,High School,0
40.12993808684621,Female,47996.91608767052,Yes,5.824417675569089,67.04815477841342,3,52.9,No,No,8.6,0.67,0.49,0.48,Year 2,Engineering,Bachelor,0
21.8,Female,41171.27846607101,Yes,5.539375995962246,71.50679852913193,2,20.1,No,No,4.1,4.0,3.82,3.81,Year 2,Engineering,High School,0
18.2,Female,48734.65711923173,Yes,4.825080443980196,58.238993690845426,2,24.0,No,Yes,8.1,1.23,1.15,1.15,Year 1,Engineering,High School,0
34.04600956930389,Female,126099.60723602455,Yes,6.630294266953124,78.79568910928359,2,23.2,No,No,3.4,1.82,1.92,1.94,Year 3,Business,Bachelor,0
17.1,Female,47434.7027252171,Yes,6.663806013819725,76.64322951646659,0,43.1,Yes,Yes,4.1,3.18,3.43,3.39,Year 4,Engineering,Bachelor,0
23.7,Female,100054.13878182592,Yes,5.220638769906156,71.11786692237692,1,40.7,Yes,Yes,2.4,1.63,1.71,1.78,Year 4,Science,Bachelor,0
19.9,Female,52632.1358538303,Yes,2.891119487379129,83.01164034728076,2,33.0,No,No,6.6,0.83,0.27,0.27,Year 1,CS,Master,0
20.9,Female,55155.39964969332,Yes,4.081022509200821,65.83465222969087,0,28.5,Yes,No,5.3,2.06,2.25,2.22,Year 2,CS,High School,1
18.4,Male,42816.46359822304,Yes,9.846164925461855,70.60475350691198,2,22.7,Yes,No,3.7,0.63,0.81,0.78,Year 4,CS,Master,0
19.9,Female,39417.56753704704,Yes,7.8695772982749315,79.72923325425585,3,11.5,Yes,No,7.8,3.08,2.91,2.91,Year 1,Engineering,Bachelor,0
18.4,Female,37963.64354458143,Yes,4.7680677033404315,77.55974324774029,2,28.5,No,Yes,3.1,2.31,2.04,2.0,Year 4,CS,Bachelor,0
23.6,Female,34651.89132273294,Yes,5.441162676717983,70.35676230256541,2,12.4,Yes,Yes,4.6,2.95,2.99,2.91,Year 4,CS,Bachelor,0
21.5,Male,42141.38599481012,Yes,4.3635562937566235,76.18104736294342,2,47.9,No,No,2.3,3.25,3.47,3.54,Year 3,Engineering,Master,0
19.0,Female,38875.672828794086,Yes,5.222025938165896,84.21838301758206,2,23.6,Yes,No,4.7,2.92,2.65,2.67,Year 2,Business,Master,0
20.4,Female,39982.10165556954,Yes,6.007532849728964,70.92560843679614,1,26.8,No,Yes,3.9,2.09,2.13,2.08,Year 3,CS,High School,0
24.4,Female,55194.61454366431,No,8.023862501998321,63.66788045102106,0,20.7,Yes,Yes,4.7,4.0,4.0,4.0,Year 1,CS,Bachelor,0
21.4,Female,55815.614029175886,Yes,3.871129844338706,89.91311929628895,1,40.0,No,Yes,7.3,1.61,2.29,2.27,Year 3,CS,Master,0
21.3,Male,38888.77044356761,No,3.165811014248239,76.19973016557992,1,38.0,No,No,5.1,2.66,3.01,2.95,Year 3,CS,High School,0
19.6,Male,43287.57266603692,Yes,6.5751850502266755,81.89680252075627,0,43.5,No,Yes,3.8,4.0,4.0,4.0,Year 4,Science,Bachelor,0
34.86186388105071,Male,57275.33344497416,Yes,6.215244622653428,71.15983832909428,2,46.2,No,No,5.2,2.43,2.54,2.54,Year 1,Engineering,High School,0
20.0,Male,104214.88814552325,No,4.797839635281953,83.92135319607632,5,36.2,No,No,5.8,1.51,1.73,1.78,Year 2,Business,Bachelor,1
41.628662511291196,Female,57797.414137374726,Yes,9.480491075395916,71.42001321081415,2,20.3,No,No,6.3,2.27,2.41,2.35,Year 2,Science,High School,0
36.83395168193044,Female,72379.85583756256,Yes,3.883959974842757,72.36137927494156,0,56.8,No,No,5.9,2.18,2.61,2.61,Year 1,Engineering,Bachelor,0
22.9,Female,158352.17123510517,Yes,5.296817524977221,73.51636391327905,1,23.5,No,Yes,5.6,0.0,0.0,0.01,Year 4,CS,High School,1
39.92240021377725,Male,33160.67380058529,No,5.138778769435352,77.70602985820769,2,43.2,No,No,6.0,0.46,0.31,0.31,Year 1,Science,Bachelor,1
21.2,Female,55477.58852975638,Yes,4.498654479504713,77.45106082861498,2,26.3,No,Yes,5.2,1.54,0.93,0.93,Year 2,Engineering,High School,0
23.8,Female,79177.77597348187,Yes,4.054391427487545,65.07710735327154,3,37.2,Yes,No,3.2,2.09,1.84,1.82,Year 4,Engineering,Bachelor,0
43.43264519770939,Female,45165.817709994844,Yes,6.30570556467266,79.01770163903885,2,30.6,No,No,7.2,1.56,2.1,2.09,Year 3,CS,Bachelor,0
40.00589813743815,Female,52008.303242798465,Yes,6.923088036337992,72.21082766200014,1,24.7,No,Yes,7.0,3.21,3.04,3.0,Year 3,CS,PhD,0
22.5,Male,43859.997418772364,Yes,4.574649647518838,70.55169496316631,0,33.3,No,Yes,5.9,2.52,2.72,2.65,Year 4,Arts,High School,0
41.67839862150396,Female,42015.65164295712,Yes,6.7547639172704645,63.069796414091186,0,47.4,Yes,Yes,6.0,2.87,2.22,2.19,Year 3,CS,Master,0
23.4,Female,34658.18941949674,Yes,5.748774664089202,83.32830193964772,3,29.6,Yes,No,5.5,3.4,3.46,3.46,Year 1,Arts,High School,0
20.7,Female,106089.38869477388,Yes,5.750640714149821,69.54921051957719,4,46.4,No,No,5.4,0.84,1.35,1.36,Year 3,CS,High School,1
20.3,Male,44907.46204859575,Yes,5.337178161390102,66.96909836906548,1,38.1,Yes,No,5.3,2.76,2.41,2.43,Year 4,CS,High School,1
32.60769452902762,Female,43360.81063182447,Yes,7.534519816345796,91.76110521750759,3,42.8,No,Yes,10.0,2.36,2.67,2.67,Year 3,CS,High School,0
19.6,Female,67659.03101650772,Yes,6.004221372688806,70.98974855353009,1,51.3,No,No,2.2,2.53,2.46,2.47,Year 2,Engineering,Bachelor,0
43.86631498094751,Male,52992.04670807665,Yes,7.315842778268386,70.24536090551695,0,38.0,No,No,6.0,1.62,1.96,2.04,Year 2,CS,PhD,1
25.2,Male,36937.482143336165,Yes,2.6093586565755205,71.00644339930928,2,34.6,Yes,No,5.4,1.69,1.44,1.41,Year 3,CS,Bachelor,0
38.623877733171284,Female,83223.74408854952,Yes,9.259078062419826,72.00845948929876,3,35.9,Yes,Yes,4.2,3.03,2.91,2.91,Year 2,CS,Master,0
26.1,Female,47244.67898992874,Yes,6.799479579667999,81.62361396453542,2,23.5,Yes,Yes,6.5,2.76,2.62,2.54,Year 2,CS,Bachelor,1
18.2,Male,58689.2836924917,Yes,5.496427419166385,77.07638706923642,5,49.8,No,No,5.5,3.3,3.05,3.09,Year 4,CS,Bachelor,0
18.3,Male,43327.01569158223,Yes,6.100490188335998,75.71068573302752,1,36.9,Yes,Yes,7.0,2.75,3.04,3.06,Year 3,CS,High School,0
20.9,Female,53639.641807158325,Yes,5.858430302669106,74.22149458386602,2,24.7,No,No,2.0,4.0,4.0,4.0,Year 2,Business,High School,0
20.7,Female,80201.05531297567,No,5.8724718159377876,70.29904152235142,2,5.4,No,No,5.3,2.71,2.4,2.4,Year 1,Engineering,Master,0
39.072656612928206,Male,39863.88669317378,Yes,6.60605308434752,85.00893260279653,1,27.7,Yes,No,1.6,4.0,4.0,4.0,Year 3,CS,Bachelor,0
18.3,Female,40579.170577829456,Yes,5.405216939934999,71.84729406166292,4,31.1,Yes,Yes,7.1,3.28,3.54,3.54,Year 3,CS,Bachelor,0
19.9,Female,58964.15757612903,Yes,5.2021845125526,88.4266487303897,5,31.3,No,Yes,4.2,3.47,3.91,3.91,Year 1,Arts,Bachelor,1
21.5,Male,76521.30567277837,Yes,7.0200154438155185,77.2020174179379,1,56.2,No,No,4.9,3.11,3.08,3.08,Year 1,Business,Bachelor,0
23.5,Male,43301.7893733278,Yes,6.1043317733536,70.59997865319681,3,31.4,Yes,No,3.6,3.93,3.7,3.7,Year 1,Business,Bachelor,0
24.8,Female,42818.84219892064,Yes,5.255874082677119,72.8885345927965,3,39.5,No,No,8.6,2.82,3.21,3.25,Year 4,Arts,Bachelor,0
21.2,Female,120003.66293863174,Yes,4.9209620815158415,79.10249113821523,2,24.2,Yes,No,4.5,4.0,4.0,4.0,Year 1,Science,High School,0
23.3,Male,74502.16414969575,Yes,5.909765309030034,54.55741237473283,1,49.2,No,No,6.0,0.86,1.29,1.24,Year 4,Business,Bachelor,1
18.5,Female,35024.2986045833,Yes,5.286812167805879,69.63476368673658,2,31.6,No,No,5.1,0.79,0.51,0.53,Year 2,Engineering,High School,0
21.7,Female,33736.71413864334,Yes,6.522529467027413,63.151278860760726,2,42.1,No,No,5.2,3.6,3.82,3.77,Year 3,Arts,High School,0
34.31545698497878,Male,76220.33377890951,Yes,7.403383689189564,67.89707251985611,1,28.9,Yes,No,4.9,3.5,3.2,3.2,Year 1,Business,Master,0
28.71358465294861,Male,45959.92073535545,Yes,6.199180075700289,81.13819202082425,0,14.6,No,Yes,5.2,2.92,2.71,2.74,Year 3,Business,High School,0
17.0,Female,38670.88371086318,No,7.708408724296156,71.3249420854853,2,47.4,No,No,4.8,1.06,0.77,0.83,Year 3,CS,High School,0
36.52198931033564,Male,37652.25548726137,Yes,6.694152849794547,62.83014025390205,2,22.0,No,Yes,5.7,1.48,1.64,1.69,Year 3,CS,Master,0
22.2,Male,43033.30061779765,Yes,4.667806290858759,68.04005451754179,0,16.8,No,Yes,4.7,3.45,3.75,3.74,Year 4,Science,Master,0
18.8,Male,51418.04256158339,Yes,8.119516356396918,61.730285401636834,2,40.5,No,No,4.9,3.83,3.67,3.63,Year 4,Science,Bachelor,0
21.3,Female,35869.886368260995,Yes,5.2509844634456755,79.7294877660529,0,46.1,No,No,7.8,1.53,1.89,1.88,Year 2,CS,High School,0
21.0,Male,43788.76324576136,Yes,3.9172616569867786,71.10589205922497,3,17.8,No,No,7.6,3.23,2.99,2.99,Year 1,CS,Master,0
36.396042517040186,Female,36089.633477791824,Yes,5.464803104258283,61.261261058110186,0,23.9,No,Yes,4.2,0.35,0.0,0.0,Year 1,Business,Bachelor,1
37.920485697907395,Male,76329.16016928104,Yes,5.232100520488556,92.55706811151708,1,25.6,No,No,5.9,3.04,3.19,3.2,Year 2,Science,Bachelor,0
23.2,Female,41189.60385951197,Yes,7.90279161075617,60.387689556846794,2,24.8,No,No,5.6,1.36,1.49,1.49,Year 1,CS,PhD,1
33.84836410239522,Male,37689.359057151276,No,5.933135085900798,75.1388380697939,3,27.7,Yes,No,6.7,2.11,2.65,2.69,Year 3,Engineering,Master,1
21.5,Female,60424.248288751616,Yes,6.228670278938367,56.56878191219282,3,42.8,Yes,No,2.9,3.04,2.55,2.55,Year 4,CS,High School,1
20.8,Female,35007.978801019875,Yes,5.5608469081614285,58.09958588409346,4,17.7,No,Yes,5.5,1.59,1.51,1.68,Year 3,Engineering,Master,1
18.0,Male,89229.46044073497,Yes,7.15511882595448,63.64426870853744,2,21.2,Yes,No,4.7,3.62,3.47,3.57,Year 4,CS,Master,0
25.8,Male,37352.1243183552,Yes,5.75977239574991,74.62904087051169,0,39.4,No,No,4.8,2.88,3.09,3.02,Year 2,Engineering,Bachelor,0
20.0,Female,75780.96518419508,Yes,7.252871673825529,69.06127399793532,1,53.9,No,No,2.1,4.0,4.0,3.96,Year 2,Engineering,Master,0
44.70737309825737,Female,42306.84317404377,Yes,4.4217991246197315,74.12459955983155,2,27.1,No,No,5.3,1.88,1.73,1.72,Year 3,Science,High School,0
42.97918632230149,Male,40376.86963995949,Yes,7.250224248486008,78.97347179080414,1,18.4,No,No,6.8,2.98,3.06,3.14,Year 2,Business,Master,0
18.6,Male,77719.92457529578,Yes,2.655800897914699,71.24372643216755,2,28.3,No,No,6.0,0.67,0.7,0.67,Year 4,CS,High School,1
25.0,Male,38511.96522082745,No,7.067592961244815,69.9509342439981,2,31.0,No,No,3.7,4.0,3.79,3.72,Year 2,Business,Bachelor,0
20.1,Male,44138.69827002791,Yes,6.898755628815113,80.37406052232039,1,8.1,No,Yes,8.1,3.77,3.99,4.0,Year 2,CS,High School,0
19.6,Male,118854.5738296148,Yes,7.795161956045033,48.783218891215185,4,13.5,Yes,No,3.8,2.67,2.63,2.63,Year 2,CS,Master,1
19.7,Female,68853.70334206102,No,6.894429589439243,83.66714262885246,0,31.2,Yes,No,3.4,4.0,3.76,3.76,Year 1,CS,Bachelor,0
20.4,Male,46271.62594343589,Yes,7.832568806522529,89.80819746603139,2,39.1,No,No,7.8,1.05,1.24,1.24,Year 1,CS,Master,1
19.3,Male,114213.49355619185,Yes,4.158461247187702,54.35044417352814,0,38.0,Yes,No,4.2,0.0,0.1,0.02,Year 2,CS,Bachelor,0
17.6,Female,72392.18195767776,Yes,4.699848848094317,57.84983102631366,0,22.9,Yes,No,5.8,1.14,0.8,0.75,Year 2,CS,Bachelor,1
41.59264648956102,Male,44391.126831534064,No,4.657129750709587,77.01864436055259,3,30.1,Yes,No,4.9,2.27,2.49,2.46,Year 2,CS,Bachelor,1
22.9,Female,51881.573218873964,Yes,4.732360033071217,78.23900251798999,1,26.2,Yes,No,5.1,2.57,2.45,2.41,Year 3,Science,Bachelor,0
41.25841865843505,Female,39116.080827327496,Yes,7.3711653904828065,71.1577211475643,3,40.9,Yes,No,6.0,2.27,2.12,2.16,Year 4,Engineering,Bachelor,0
20.7,Male,50606.05839566298,Yes,6.6575580481958845,94.66755645326458,1,44.0,No,No,5.3,3.84,3.85,3.85,Year 1,Arts,Bachelor,0
43.9082641822517,Male,78959.18611231867,Yes,5.436423761249138,74.03687910447054,2,38.6,No,No,5.8,2.91,2.8,2.86,Year 4,Business,High School,0
21.4,Female,37453.9304591382,Yes,8.135948778875228,77.75904359442455,3,40.7,No,No,5.5,3.03,2.94,2.98,Year 2,Science,High School,0
25.4,Female,50426.86042877389,Yes,4.683163242405751,66.56971830579619,1,12.0,No,No,1.0,4.0,3.4,3.4,Year 1,CS,Bachelor,0
23.9,Male,50415.88255461557,Yes,7.25798809775894,66.90478888756745,1,34.8,No,Yes,1.8,4.0,4.0,3.96,Year 3,Business,Bachelor,0
23.8,Male,37322.28809881253,No,7.871445029118901,66.95243584116416,1,25.3,No,No,8.6,2.4,2.45,2.48,Year 4,Engineering,High School,0
20.5,Male,33641.27650005015,Yes,6.475543905298528,85.42735508331695,1,38.4,Yes,No,4.4,2.63,2.74,2.74,Year 1,Business,High School,0
20.6,Female,42759.54516366742,Yes,6.612688589110407,68.61867683014866,0,5.0,Yes,Yes,7.9,1.98,1.98,1.96,Year 3,CS,Master,0
24.0,Female,48627.48453719367,Yes,2.5260475496943524,78.18422169386719,5,24.9,No,No,7.0,1.24,1.5,1.5,Year 1,Business,Bachelor,1
24.2,Male,44007.660748332404,Yes,4.994385826077131,69.02324544472262,4,42.0,Yes,Yes,5.8,0.14,0.11,0.12,Year 3,Arts,Bachelor,1
22.5,Female,58255.570720379816,Yes,4.9466921432678985,80.93814536815205,2,29.2,Yes,No,6.9,2.57,2.56,2.56,Year 3,CS,High School,0
35.59129651992188,Male,77971.55524924648,Yes,5.025532008965138,73.84105111539908,4,19.5,Yes,No,6.0,2.76,2.15,2.02,Year 2,CS,Bachelor,0
22.1,Female,40367.082517566836,No,5.365543401902287,82.73216713895661,1,26.8,No,No,4.6,3.56,3.66,3.61,Year 4,CS,Bachelor,0
31.73850369530614,Female,97935.54128335995,Yes,4.864405787025831,77.96264082193211,1,46.1,No,No,6.0,2.6,2.23,2.23,Year 1,Engineering,Master,0
19.5,Female,79739.01239089522,Yes,4.206543020609027,74.91546376649889,2,46.4,No,Yes,7.8,1.58,1.68,1.66,Year 3,CS,High School,0
42.41488580683336,Female,70773.8769390372,Yes,4.665638003710447,87.23944928881126,1,15.1,No,No,6.0,3.12,3.17,3.23,Year 2,CS,Master,0
17.9,Male,42835.969089720405,Yes,4.701526691528225,75.12304753961286,2,44.2,Yes,No,4.3,1.75,1.91,1.91,Year 1,Business,Bachelor,0
23.8,Male,59736.354381034995,Yes,8.307158577437864,83.71283265082032,1,21.0,No,Yes,4.0,3.2,3.65,3.66,Year 4,CS,Master,0
20.7,Female,42629.46497246828,Yes,4.150328517021759,80.54902413467266,5,14.5,No,Yes,3.8,1.54,1.15,1.08,Year 3,CS,High School,0
23.7,Male,62889.75192226396,Yes,5.2892477028283675,88.20219180104495,0,23.6,No,No,5.2,1.74,1.91,1.91,Year 1,CS,Bachelor,0
19.6,Male,43505.52092105477,Yes,6.529858384614347,65.62284787518749,2,38.7,No,No,6.0,1.17,0.91,0.89,Year 4,Science,Bachelor,1
44.96557562345037,Male,42386.335636837066,Yes,8.439312942873954,78.16202087084106,3,9.1,No,Yes,5.5,3.69,3.41,3.39,Year 4,CS,Bachelor,0
21.6,Male,41440.94204284575,Yes,7.2841793416423695,87.48827133123561,3,25.5,Yes,Yes,6.9,2.21,2.51,2.55,Year 3,Arts,Master,0
37.423654307251915,Male,63298.570260276734,Yes,6.9564806846074765,73.62386648719819,1,38.6,Yes,No,7.1,1.43,1.51,1.52,Year 3,CS,Bachelor,1
21.1,Female,43305.01625225279,Yes,5.2379800479817575,80.31318030633209,0,42.9,No,Yes,7.0,0.83,0.73,0.77,Year 3,Engineering,Bachelor,0
20.8,Female,60964.760291971674,Yes,4.842705129476569,71.71560371120643,3,39.3,No,No,8.6,1.0,1.57,1.5,Year 2,Science,High School,1
29.855809556763777,Female,40024.423870676685,Yes,4.767432699686447,83.71534287250968,1,28.3,No,Yes,7.2,3.08,3.27,3.2,Year 2,Arts,High School,0
35.94958845076177,Female,57210.14841850095,No,7.501748065340385,66.23759371607535,2,48.5,Yes,No,5.5,3.93,3.41,3.42,Year 2,Business,Bachelor,0
21.2,Male,116571.39424209086,Yes,6.53807153012568,90.44984891642,3,15.7,Yes,No,6.2,4.0,4.0,4.0,Year 3,CS,Bachelor,0
19.3,Female,90527.04805104645,Yes,6.692909104700847,80.58733665857575,4,24.5,No,No,5.4,2.06,1.95,1.95,Year 1,Engineering,Bachelor,0
18.8,Female,42729.45026200752,Yes,5.0916239553237705,59.828046859302475,2,39.7,No,No,6.2,1.07,1.6,1.6,Year 1,CS,PhD,1
23.1,Male,143887.85088048247,Yes,7.43479362694164,69.71890133387316,7,35.9,No,Yes,3.6,1.99,2.23,2.22,Year 2,CS,High School,0
32.30283186424473,Female,42584.39233788471,Yes,3.526562459436116,88.40696213608719,3,40.3,No,No,5.7,1.72,1.76,1.76,Year 1,Business,Bachelor,0
19.9,Male,50106.88082040125,Yes,5.886536405563782,67.12398762444525,1,22.4,No,Yes,5.2,2.77,2.32,2.32,Year 1,CS,Master,0
23.4,Male,35475.315951387085,Yes,5.918595824364559,85.5803469536476,1,24.4,Yes,No,3.3,3.78,3.49,3.47,Year 3,Business,Bachelor,1
40.71020987134922,Male,65741.64309268247,Yes,7.096024017915893,56.63585732732392,2,23.4,No,No,7.2,1.94,1.95,1.99,Year 3,Science,High School,1
23.2,Male,88399.78943132488,Yes,9.207072386339446,76.51001046410417,3,47.2,No,No,1.7,1.64,1.88,1.91,Year 3,Arts,High School,0
36.822526948551626,Female,129580.28625438944,Yes,9.209670917267207,73.01890057823533,2,41.6,No,Yes,9.1,0.43,0.0,0.0,Year 1,Arts,Bachelor,0
22.8,Male,34879.582153091804,Yes,6.644672909486735,68.19362455200972,1,58.5,Yes,No,5.4,1.85,2.18,2.16,Year 3,Engineering,Bachelor,1
18.4,Female,184125.25618794133,Yes,6.923905464140773,72.23489369018965,1,28.1,Yes,Yes,3.4,4.0,3.72,3.78,Year 4,CS,High School,0
20.9,Male,52762.49782026259,Yes,6.426707529342808,75.83518401196143,3,31.9,No,No,6.4,3.47,3.28,3.23,Year 3,CS,High School,0
20.2,Male,60293.708273572855,Yes,4.0249609512869435,76.28427903390715,1,29.6,Yes,Yes,6.2,1.53,1.69,1.69,Year 3,Science,High School,0
28.234523469887577,Male,39059.262179639,Yes,8.399568219560583,87.27122366367657,2,29.6,No,No,6.7,3.24,3.55,3.55,Year 1,CS,High School,0
37.46441053103979,Female,111052.64831941784,Yes,7.67234350212313,82.71339625283247,2,44.7,Yes,No,8.6,2.95,2.91,2.94,Year 4,Arts,PhD,0
32.25770512997216,Female,52961.00672489558,Yes,9.556031441051505,94.13001340863906,1,30.0,No,Yes,6.1,4.0,3.78,3.78,Year 1,Engineering,Master,0
21.3,Female,231311.88956498198,Yes,5.97110977668225,58.526606149491286,0,64.3,No,No,1.6,4.0,4.0,3.95,Year 2,Business,Master,0
